20120105-60T85 +2
 0.99986    -0.01023
 0.99969    -0.01021
 0.99920    -0.01013
 0.99837    -0.01000
 0.99723    -0.00983
 0.99578    -0.00960
 0.99402    -0.00934
 0.99195    -0.00904
 0.98957    -0.00870
 0.98688    -0.00832
 0.98390    -0.00791
 0.98061    -0.00746
 0.97702    -0.00696
 0.97314    -0.00644
 0.96897    -0.00588
 0.96451    -0.00529
 0.95977    -0.00466
 0.95475    -0.00400
 0.94946    -0.00331
 0.94389    -0.00260
 0.93805    -0.00185
 0.93195    -0.00108
 0.92559    -0.00028
 0.91897     0.00054
 0.91210     0.00139
 0.90498     0.00226
 0.89762     0.00314
 0.89002     0.00405
 0.88219     0.00498
 0.87413     0.00592
 0.86584     0.00687
 0.85733     0.00784
 0.84861     0.00883
 0.83968     0.00981
 0.83054     0.01081
 0.82120     0.01183
 0.81167     0.01285
 0.80195     0.01386
 0.79203     0.01489
 0.78194     0.01592
 0.77167     0.01696
 0.76122     0.01798
 0.75059     0.01901
 0.73980     0.02006
 0.72884     0.02109
 0.71769     0.02209
 0.70628     0.02315
 0.70419     0.02335
 0.70209     0.02354
 0.70000     0.02374
 0.69381     0.02417
 0.68214     0.02514
 0.67050     0.02616
 0.65884     0.02715
 0.64712     0.02809
 0.63532     0.02904
 0.62348     0.02998
 0.61159     0.03089
 0.59966     0.03178
 0.58767     0.03266
 0.57566     0.03353
 0.56362     0.03437
 0.55155     0.03519
 0.53946     0.03600
 0.52737     0.03679
 0.51528     0.03755
 0.50319     0.03829
 0.49110     0.03902
 0.47904     0.03972
 0.46701     0.04040
 0.45501     0.04104
 0.44304     0.04167
 0.43113     0.04228
 0.41928     0.04285
 0.40748     0.04339
 0.39575     0.04391
 0.38411     0.04440
 0.37254     0.04484
 0.36107     0.04526
 0.34969     0.04565
 0.33842     0.04599
 0.32726     0.04630
 0.31621     0.04657
 0.30529     0.04679
 0.29450     0.04698
 0.28384     0.04712
 0.27332     0.04722
 0.26294     0.04727
 0.25272     0.04727
 0.24265     0.04722
 0.23274     0.04713
 0.22300     0.04698
 0.21343     0.04678
 0.20403     0.04653
 0.19481     0.04623
 0.18577     0.04588
 0.17692     0.04547
 0.16826     0.04501
 0.15979     0.04449
 0.15152     0.04391
 0.14345     0.04328
 0.13558     0.04259
 0.12791     0.04185
 0.12045     0.04105
 0.11320     0.04020
 0.10615     0.03930
 0.09932     0.03835
 0.09270     0.03735
 0.08631     0.03631
 0.08013     0.03521
 0.07416     0.03407
 0.06843     0.03289
 0.06291     0.03167
 0.05763     0.03040
 0.05256     0.02911
 0.04772     0.02778
 0.04312     0.02642
 0.03874     0.02502
 0.03459     0.02360
 0.03067     0.02217
 0.02698     0.02071
 0.02353     0.01924
 0.02031     0.01775
 0.01732     0.01625
 0.01455     0.01476
 0.01202     0.01327
 0.00972     0.01179
 0.00766     0.01033
 0.00585     0.00889
 0.00427     0.00748
 0.00292     0.00609
 0.00183     0.00476
 0.00098     0.00347
 0.00038     0.00225
 0.00005     0.00109
 0.00000     0.00000
 0.00023    -0.00101
 0.00077    -0.00195
 0.00162    -0.00281
 0.00281    -0.00362
 0.00432    -0.00440
 0.00616    -0.00516
 0.00831    -0.00590
 0.01076    -0.00662
 0.01351    -0.00733
 0.01655    -0.00801
 0.01988    -0.00868
 0.02350    -0.00932
 0.02741    -0.00994
 0.03159    -0.01054
 0.03606    -0.01111
 0.04080    -0.01166
 0.04581    -0.01218
 0.05109    -0.01268
 0.05664    -0.01315
 0.06245    -0.01359
 0.06852    -0.01400
 0.07486    -0.01439
 0.08144    -0.01474
 0.08828    -0.01507
 0.09536    -0.01537
 0.10268    -0.01564
 0.11025    -0.01588
 0.11805    -0.01608
 0.12608    -0.01626
 0.13434    -0.01641
 0.14282    -0.01653
 0.15152    -0.01663
 0.16044    -0.01669
 0.16956    -0.01672
 0.17889    -0.01672
 0.18841    -0.01670
 0.19813    -0.01665
 0.20804    -0.01657
 0.21813    -0.01646
 0.22840    -0.01633
 0.23885    -0.01617
 0.24945    -0.01598
 0.26022    -0.01578
 0.27115    -0.01555
 0.28222    -0.01529
 0.29343    -0.01502
 0.30478    -0.01472
 0.31626    -0.01440
 0.32786    -0.01407
 0.33958    -0.01372
 0.35141    -0.01335
 0.36334    -0.01296
 0.37536    -0.01256
 0.38748    -0.01215
 0.39967    -0.01172
 0.41194    -0.01128
 0.42428    -0.01084
 0.43667    -0.01038
 0.44912    -0.00992
 0.46161    -0.00945
 0.47414    -0.00898
 0.48669    -0.00850
 0.49927    -0.00802
 0.51186    -0.00755
 0.52445    -0.00707
 0.53704    -0.00659
 0.54962    -0.00611
 0.56218    -0.00564
 0.57472    -0.00518
 0.58721    -0.00472
 0.59967    -0.00427
 0.61207    -0.00383
 0.62441    -0.00339
 0.63668    -0.00297
 0.64888    -0.00256
 0.66099    -0.00216
 0.67301    -0.00178
 0.68493    -0.00141
 0.69673    -0.00106
 0.70000    -0.00096
 0.70842    -0.00102
 0.71999    -0.00110
 0.73142    -0.00119
 0.74271    -0.00130
 0.75385    -0.00142
 0.76483    -0.00155
 0.77565    -0.00170
 0.78629    -0.00186
 0.79674    -0.00204
 0.80701    -0.00223
 0.81709    -0.00243
 0.82696    -0.00264
 0.83661    -0.00287
 0.84605    -0.00311
 0.85526    -0.00336
 0.86424    -0.00362
 0.87298    -0.00389
 0.88148    -0.00417
 0.88972    -0.00446
 0.89771    -0.00476
 0.90543    -0.00506
 0.91288    -0.00537
 0.92005    -0.00569
 0.92695    -0.00601
 0.93356    -0.00632
 0.93987    -0.00664
 0.94590    -0.00696
 0.95162    -0.00728
 0.95703    -0.00760
 0.96214    -0.00790
 0.96694    -0.00821
 0.97141    -0.00850
 0.97557    -0.00878
 0.97941    -0.00905
 0.98293    -0.00931
 0.98611    -0.00955
 0.98897    -0.00977
 0.99150    -0.00997
 0.99370    -0.01015
 0.99556    -0.01031
 0.99708    -0.01044
 0.99828    -0.01055
 0.99915    -0.01063
 0.99967    -0.01069
 0.99984    -0.01071
