wisel
1.0000	0.0000
0.9991	0.0020
0.9981	0.0040
0.9966	0.0054
0.9948	0.0065
0.9930	0.0075
0.9911	0.0083
0.9891	0.0088
0.9871	0.0092
0.9850	0.0097
0.9830	0.0100
0.9810	0.0103
0.9789	0.0106
0.9769	0.0109
0.9748	0.0112
0.9728	0.0113
0.9707	0.0115
0.9687	0.0117
0.9666	0.0118
0.9645	0.0120
0.9625	0.0120
0.9604	0.0121
0.9584	0.0121
0.9563	0.0121
0.9542	0.0121
0.9522	0.0120
0.9501	0.0119
0.9480	0.0119
0.9460	0.0118
0.9439	0.0117
0.9419	0.0115
0.9398	0.0114
0.9377	0.0113
0.9357	0.0111
0.9336	0.0110
0.9316	0.0108
0.9295	0.0107
0.9274	0.0105
0.9254	0.0104
0.9233	0.0102
0.9213	0.0100
0.9192	0.0099
0.9171	0.0097
0.9151	0.0096
0.9130	0.0095
0.9110	0.0093
0.9089	0.0092
0.9068	0.0091
0.9048	0.0090
0.9027	0.0089
0.9007	0.0088
0.8986	0.0088
0.8965	0.0087
0.8945	0.0087
0.8924	0.0087
0.8903	0.0086
0.8883	0.0086
0.8862	0.0086
0.8842	0.0086
0.8821	0.0086
0.8800	0.0086
0.8780	0.0087
0.8759	0.0087
0.8738	0.0088
0.8718	0.0088
0.8697	0.0089
0.8677	0.0089
0.8656	0.0090
0.8635	0.0091
0.8615	0.0092
0.8594	0.0093
0.8574	0.0094
0.8553	0.0095
0.8532	0.0096
0.8512	0.0097
0.8491	0.0098
0.8471	0.0100
0.8450	0.0101
0.8429	0.0102
0.8409	0.0104
0.8388	0.0105
0.8368	0.0107
0.8347	0.0108
0.8326	0.0110
0.8306	0.0111
0.8285	0.0113
0.8265	0.0115
0.8244	0.0116
0.8223	0.0118
0.8203	0.0119
0.8182	0.0121
0.8162	0.0122
0.8141	0.0124
0.8121	0.0126
0.8100	0.0127
0.8079	0.0129
0.8059	0.0130
0.8038	0.0132
0.8018	0.0134
0.7997	0.0135
0.7977	0.0137
0.7956	0.0138
0.7935	0.0140
0.7915	0.0142
0.7894	0.0144
0.7874	0.0145
0.7853	0.0147
0.7833	0.0149
0.7812	0.0151
0.7791	0.0153
0.7771	0.0154
0.7750	0.0156
0.7730	0.0158
0.7709	0.0160
0.7689	0.0162
0.7668	0.0164
0.7648	0.0166
0.7627	0.0168
0.7607	0.0171
0.7586	0.0173
0.7566	0.0175
0.7545	0.0178
0.7525	0.0180
0.7504	0.0183
0.7484	0.0185
0.7463	0.0188
0.7443	0.0191
0.7422	0.0193
0.7402	0.0196
0.7381	0.0199
0.7361	0.0202
0.7340	0.0205
0.7320	0.0208
0.7299	0.0211
0.7279	0.0214
0.7258	0.0217
0.7238	0.0220
0.7218	0.0223
0.7197	0.0226
0.7177	0.0229
0.7156	0.0232
0.7136	0.0235
0.7115	0.0238
0.7095	0.0241
0.7074	0.0244
0.7054	0.0246
0.7033	0.0249
0.7013	0.0252
0.6993	0.0254
0.6972	0.0257
0.6952	0.0259
0.6931	0.0262
0.6911	0.0264
0.6890	0.0267
0.6870	0.0269
0.6849	0.0272
0.6829	0.0275
0.6808	0.0277
0.6788	0.0280
0.6767	0.0282
0.6747	0.0285
0.6726	0.0287
0.6706	0.0289
0.6685	0.0292
0.6665	0.0294
0.6644	0.0297
0.6624	0.0299
0.6603	0.0302
0.6583	0.0304
0.6562	0.0306
0.6542	0.0309
0.6521	0.0311
0.6501	0.0314
0.6480	0.0317
0.6460	0.0319
0.6440	0.0322
0.6419	0.0325
0.6399	0.0329
0.6378	0.0332
0.6358	0.0335
0.6338	0.0339
0.6317	0.0342
0.6297	0.0345
0.6277	0.0349
0.6256	0.0352
0.6236	0.0356
0.6215	0.0359
0.6195	0.0362
0.6175	0.0365
0.6154	0.0368
0.6134	0.0371
0.6113	0.0374
0.6093	0.0377
0.6073	0.0380
0.6052	0.0383
0.6032	0.0386
0.6011	0.0388
0.5991	0.0391
0.5970	0.0394
0.5950	0.0398
0.5930	0.0401
0.5909	0.0404
0.5889	0.0407
0.5869	0.0411
0.5848	0.0414
0.5828	0.0418
0.5808	0.0422
0.5787	0.0426
0.5767	0.0429
0.5747	0.0433
0.5726	0.0437
0.5706	0.0440
0.5686	0.0444
0.5666	0.0448
0.5645	0.0451
0.5625	0.0454
0.5604	0.0457
0.5584	0.0461
0.5564	0.0464
0.5543	0.0467
0.5523	0.0471
0.5503	0.0474
0.5482	0.0477
0.5462	0.0481
0.5441	0.0484
0.5421	0.0487
0.5401	0.0490
0.5380	0.0494
0.5360	0.0497
0.5340	0.0500
0.5319	0.0503
0.5299	0.0507
0.5278	0.0510
0.5258	0.0513
0.5238	0.0516
0.5217	0.0520
0.5197	0.0523
0.5177	0.0526
0.5156	0.0529
0.5136	0.0532
0.5115	0.0535
0.5095	0.0539
0.5075	0.0542
0.5054	0.0545
0.5034	0.0548
0.5013	0.0551
0.4993	0.0554
0.4973	0.0558
0.4952	0.0561
0.4932	0.0564
0.4911	0.0567
0.4891	0.0571
0.4871	0.0574
0.4850	0.0577
0.4830	0.0580
0.4810	0.0584
0.4789	0.0587
0.4769	0.0590
0.4748	0.0593
0.4728	0.0596
0.4708	0.0599
0.4687	0.0603
0.4667	0.0606
0.4646	0.0609
0.4626	0.0612
0.4606	0.0614
0.4585	0.0617
0.4565	0.0620
0.4544	0.0623
0.4524	0.0626
0.4503	0.0629
0.4483	0.0631
0.4463	0.0634
0.4442	0.0637
0.4422	0.0640
0.4401	0.0643
0.4381	0.0645
0.4360	0.0648
0.4340	0.0651
0.4320	0.0654
0.4299	0.0657
0.4279	0.0660
0.4258	0.0662
0.4238	0.0665
0.4217	0.0668
0.4197	0.0670
0.4176	0.0673
0.4156	0.0676
0.4135	0.0678
0.4115	0.0681
0.4094	0.0683
0.4074	0.0686
0.4053	0.0688
0.4033	0.0690
0.4012	0.0693
0.3992	0.0695
0.3971	0.0697
0.3951	0.0700
